"profil","author_id","rok","n_publikacji","n_punktowane","suma_pkt","capped"
"Daniel Pruchniewicz","UPWrfb83896c916f4b4089f7d8c598db22fc",2023,3,3,250,FALSE
"Daniel Pruchniewicz","UPWrfb83896c916f4b4089f7d8c598db22fc",2024,2,2,200,FALSE
"Daniel Pruchniewicz","UPWrfb83896c916f4b4089f7d8c598db22fc",2025,2,2,240,FALSE
"Daniel Pruchniewicz","UPWrfb83896c916f4b4089f7d8c598db22fc",2026,1,1,40,FALSE
"Dariusz Gruszka","UPWr33f5e9da9b794e24ab38ec9dd1fc2624",2021,1,1,100,FALSE
"Dariusz Gruszka","UPWr33f5e9da9b794e24ab38ec9dd1fc2624",2022,6,2,200,FALSE
"Dariusz Gruszka","UPWr33f5e9da9b794e24ab38ec9dd1fc2624",2023,8,1,70,FALSE
"Dariusz Gruszka","UPWr33f5e9da9b794e24ab38ec9dd1fc2624",2024,3,2,170,FALSE
"Dariusz Gruszka","UPWr33f5e9da9b794e24ab38ec9dd1fc2624",2025,9,6,540,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2004,3,1,6,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2005,4,0,0,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2006,4,1,4,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2007,5,1,6,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2008,6,0,0,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2009,9,0,0,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2010,3,3,24,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2011,7,0,0,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2012,6,0,0,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2013,6,2,34,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2014,18,4,63,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2015,4,3,42,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2016,12,5,88,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2017,12,3,38,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2018,2,1,8,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2019,6,4,210,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2020,1,1,70,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2021,1,1,140,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2024,1,1,140,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2025,2,2,240,FALSE
"Dariusz Zalewski","UPWre334adc28f894efe90b9b99e7bbd5d29",2026,3,0,0,FALSE
"Dominika Reszewicz","UPWra2a7db5a050842acbfc374e4a01de3ed",2024,1,0,0,FALSE
"Dominika Reszewicz","UPWra2a7db5a050842acbfc374e4a01de3ed",2025,2,2,40,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2002,1,1,7,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2009,3,2,12,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2013,2,0,0,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2014,3,1,15,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2018,3,1,30,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2019,3,0,0,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2020,2,2,240,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2022,1,1,140,FALSE
"Dorota Kasowska","UPWrc4344eeb461a4145907c188e5b03d221",2024,1,1,100,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",1996,1,0,0,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",1998,1,0,0,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2000,4,2,4,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2003,5,2,6,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2004,3,2,8,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2005,4,1,6,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2006,5,2,8,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2007,2,2,12,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2008,2,1,6,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2009,2,1,6,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2010,7,5,44,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2011,15,9,60,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2012,1,0,0,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2013,9,2,16,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2014,13,12,109,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2015,31,3,55,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2016,4,0,0,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2017,11,4,70,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2018,7,2,44,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2019,15,0,0,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2020,1,1,200,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2021,4,4,440,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2022,12,2,170,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2023,8,5,430,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2024,5,2,240,FALSE
"Dorota Kawałko","UPWre49a6b0e5b3b4e7693dd135b88d603ae",2025,5,2,300,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2003,1,0,0,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2004,2,0,0,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2005,1,0,0,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2006,2,2,22,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2007,1,1,9,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2009,3,1,9,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2011,2,0,0,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2012,2,1,15,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2013,4,4,55,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2014,4,3,40,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2015,3,3,100,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2016,5,5,90,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2017,2,1,30,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2018,8,6,103,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2019,3,2,210,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2020,4,3,420,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2022,2,2,340,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2023,2,1,40,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2025,3,3,250,FALSE
"Dorota Richter","UPWr71945f43e00b4462bd1d82ca6615c0a1",2026,1,1,100,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2000,1,0,0,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2001,2,1,3,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2002,3,0,0,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2003,1,0,0,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2004,2,0,0,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2006,2,2,8,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2010,1,1,12,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2011,1,0,0,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2012,1,1,5,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2013,1,1,15,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2014,4,2,27,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2015,4,2,29,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2016,1,1,25,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2017,4,2,30,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2018,2,2,65,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2019,3,3,210,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2020,1,1,100,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2021,2,2,280,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2022,3,1,100,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2023,6,1,50,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2024,3,2,210,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2025,2,2,240,FALSE
"Elżbieta Gębarowska","UPWrd2b4b174c0d74ab4b393ab5b226acc88",2026,5,4,520,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1992,1,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1994,1,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1995,1,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1996,2,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1997,4,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1998,4,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",1999,9,4,8,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2000,6,4,6,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2001,10,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2002,4,1,18,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2003,9,3,9,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2004,4,2,6,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2005,5,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2006,2,1,3,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2007,6,2,38,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2008,4,0,0,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2009,6,3,21,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2010,4,1,9,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2011,4,1,7,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2012,4,2,50,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2013,7,1,15,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2014,7,4,135,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2015,30,1,25,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2016,3,1,25,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2017,13,2,60,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2018,5,2,44,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2019,8,2,110,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2020,3,1,140,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2021,5,2,105,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2022,15,6,740,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2023,13,5,580,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2024,9,9,955,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2025,13,3,300,FALSE
"Elżbieta Jamroz","UPWrff1cfbc9cb68405b8c59ee2da687abc5",2026,3,3,390,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2005,1,1,10,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2007,2,2,45,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2009,1,1,32,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2010,1,1,12,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2013,4,1,9,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2014,3,3,57,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2015,2,2,40,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2016,2,2,42,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2017,1,0,0,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2018,1,1,12,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2019,1,1,140,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2020,1,1,100,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2021,1,1,40,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2022,2,1,100,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2023,2,1,70,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2024,1,1,100,FALSE
"Elżbieta Magnucka","UPWread642657b874d7da872aa1a7d326a53",2025,2,2,240,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",1999,4,0,0,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2000,5,3,10,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2001,3,2,4,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2002,7,5,14,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2003,7,4,12,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2004,2,2,10,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2005,3,2,16,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2006,12,6,20,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2007,3,3,21,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2008,8,4,24,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2009,7,3,15,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2010,9,3,30,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2011,15,7,50,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2012,2,1,5,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2013,10,2,40,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2014,13,5,71,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2015,9,5,94,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2016,7,2,35,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2017,14,4,71,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2018,4,3,95,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2019,1,1,70,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2020,1,1,40,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2021,1,1,140,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2022,2,1,100,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2023,7,2,250,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2024,4,2,210,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2025,2,0,0,FALSE
"Elżbieta Pląskowska","UPWr492bd29bf8484103aab10426ab6377f1",2026,1,0,0,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2013,2,1,12,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2014,11,4,20,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2015,17,7,42,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2016,6,4,34,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2017,12,0,0,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2018,6,1,20,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2019,7,0,0,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2020,4,1,100,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2021,6,0,0,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2022,20,3,210,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2023,12,2,280,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2024,7,0,0,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2025,6,1,140,FALSE
"Elżbieta Pytlarz","UPWr9244b9e632ca43028ee1a99abbfc3ab8",2026,5,1,140,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",1993,1,0,0,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",1996,1,0,0,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",1999,3,1,3,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2001,4,1,12,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2002,2,2,10,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2003,4,1,7,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2004,6,3,12,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2005,5,3,34,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2006,5,1,6,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2007,4,1,6,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2008,5,2,19,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2009,7,6,39,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2010,1,0,0,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2011,6,2,11,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2012,7,5,60,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2013,5,2,40,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2014,3,1,15,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2015,2,1,15,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2016,5,3,45,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2017,4,4,64,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2018,2,2,40,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2020,1,1,70,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2021,1,1,40,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2022,3,1,100,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2023,2,2,240,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2024,1,1,100,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2025,2,2,170,FALSE
"Elżbieta Sacała","UPWr3a81ed99741142149197c242f5e7b43f",2026,1,1,100,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2002,1,1,2,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2005,1,0,0,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2007,1,1,6,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2008,2,1,6,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2013,1,0,0,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2014,5,2,21,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2015,8,5,54,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2016,4,4,45,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2017,6,2,27,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2018,2,1,20,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2020,5,2,60,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2021,2,1,100,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2022,4,2,170,FALSE
"Ewa Tendziagolska","UPWr9efb2c444f63474ca656d0fe43a90d00",2025,3,1,70,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",1994,6,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",1995,4,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",1996,7,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",1998,4,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",1999,3,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2000,2,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2001,6,2,2,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2002,8,1,1,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2003,10,3,12,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2004,16,5,18,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2005,12,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2006,13,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2007,14,3,11,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2008,8,1,20,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2009,12,7,45,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2010,10,3,14,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2011,14,6,75,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2012,2,1,20,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2013,8,1,20,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2014,15,0,0,FALSE
