profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Agnieszka Skarzyńska,dr inż.,Adiunkt,"Katedra Genetyki, Hodowli i Biotechnologii Roślin",,0000-0003-2301-8679,,,,8.0,9.0,66.248,17.825,,31.0,WULSab1869f2fc1e4d8aa120327721d95ef7,https://bw.sggw.edu.pl/info/author/WULSab1869f2fc1e4d8aa120327721d95ef7?lang=pl&r=publication&tab=main,
Ewa Skutnik,dr hab.,Profesor Uczelni,Instytut Nauk Ogrodniczych,,0000-0002-5788-6426,,,,9.0,10.0,65.974,21.192,,103.0,WULS5bde3fc5936f4b48a0e549c6db8e6ec3,https://bw.sggw.edu.pl/info/author/WULS5bde3fc5936f4b48a0e549c6db8e6ec3?lang=pl&r=publication&tab=main,
Renata Słomnicka,dr inż.,Adiunkt,"Katedra Genetyki, Hodowli i Biotechnologii Roślin",,0000-0002-6379-4261,,,,6.0,6.0,31.583,6.999,,22.0,WULS177a2e414c814156bd4d03c3455e3840,https://bw.sggw.edu.pl/info/author/WULS177a2e414c814156bd4d03c3455e3840?lang=pl&r=publication&tab=main,
Dariusz Sochacki,dr hab. inż.,Adiunkt,Instytut Nauk Ogrodniczych,,0000-0002-9202-1356,,,,3.0,4.0,30.075,6.28,,47.0,WULSd46f035c2dfd4752b086abdf2f1e4659,https://bw.sggw.edu.pl/info/author/WULSd46f035c2dfd4752b086abdf2f1e4659?lang=pl&r=publication&tab=main,
Tomasz Sosulski,dr hab. inż.,Profesor Uczelni,Instytut Rolnictwa,,0000-0001-6364-571X,,,,15.0,16.0,81.974,32.391,,70.0,WULS45c800f3cedc48a48e6506594eaad132,https://bw.sggw.edu.pl/info/author/WULS45c800f3cedc48a48e6506594eaad132?lang=pl&r=publication&tab=main,
Dagmara Stangierska-Mazurkiewicz,dr inż.,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-8104-0527,,,,7.0,9.0,58.81,10.782,,65.0,WULS364ce8d2ee3f4df4b31783d24771fadc,https://bw.sggw.edu.pl/info/author/WULS364ce8d2ee3f4df4b31783d24771fadc?lang=pl&r=publication&tab=main,
Marta Stankiewicz-Kosyl,dr hab. inż.,Adiunkt,Katedra Ochrony Roślin,,0000-0002-6209-7843,,,,12.0,11.0,60.134,23.06,,36.0,WULSca0853a3ab014c678e539b6b03cab9dd,https://bw.sggw.edu.pl/info/author/WULSca0853a3ab014c678e539b6b03cab9dd?lang=pl&r=publication&tab=main,
Paweł Staszek,dr,Adiunkt,Katedra Botaniki i Fizjologii Roslin,,0000-0001-8532-5151,,,,12.0,12.0,93.601,16.338,,27.0,WULS5562b3b8155b459b95dd68a1e019c5b4,https://bw.sggw.edu.pl/info/author/WULS5562b3b8155b459b95dd68a1e019c5b4?lang=pl&r=publication&tab=main,
Marcin Studnicki,dr hab. inż.,Profesor Uczelni,Katedra Biometrii,,0000-0001-9773-7313,,,,16.0,16.0,261.413,63.177,,142.0,WULS6017c24d71ea4516bcbeed974bcbe35c,https://bw.sggw.edu.pl/info/author/WULS6017c24d71ea4516bcbeed974bcbe35c?lang=pl&r=publication&tab=main,
Sylwia Styczyńska,dr inż.,Adiunkt,Katedra Roślin Warzywnych i Leczniczych,,0000-0002-0506-3401,,,,3.0,3.0,10.707,0.914,,3.0,WULS6b32cbc184734d9386bbc6ff9b249022,https://bw.sggw.edu.pl/info/author/WULS6b32cbc184734d9386bbc6ff9b249022?lang=pl&r=publication&tab=main,
Marzena Suchocka,dr hab. inż.,Profesor Uczelni,Katedra Architektury Krajobrazu,,0000-0002-0759-5348,,,,10.0,11.0,68.145,19.384,,96.0,WULS959046ab966e41189655649756ca2d96,https://bw.sggw.edu.pl/info/author/WULS959046ab966e41189655649756ca2d96?lang=pl&r=publication&tab=main,
Irena Suwara,dr hab. inż.,Profesor Uczelni,Katedra Agronomii,Wydziału Rolnictwa i Ekologii Katedra Agronomii Instytut Rolnictwa,0000-0001-8754-1552,,,,8.0,9.0,33.837,11.292,,30.0,WULS4725ea3e169341de91a2461d7ae51752,https://bw.sggw.edu.pl/info/author/WULS4725ea3e169341de91a2461d7ae51752?lang=pl&r=publication&tab=main,
Tatiana Swoczyna,dr inż.,Adiunkt,Katedra Ochrony Środowiska i Dendrologii,,0000-0002-4319-9158,,,,7.0,7.0,38.861,11.8,,33.0,WULS8113e88fb6154b6da24c4e5b90eae3d0,https://bw.sggw.edu.pl/info/author/WULS8113e88fb6154b6da24c4e5b90eae3d0?lang=pl&r=publication&tab=main,
Ewa Szara,dr hab. inż.,Adiunkt,Instytut Rolnictwa,,0000-0002-4279-5302,,,,14.0,16.0,80.122,35.008,,60.0,WULSedc2c65ff676473090a757322315eba6,https://bw.sggw.edu.pl/info/author/WULSedc2c65ff676473090a757322315eba6?lang=pl&r=publication&tab=main,
Ewa Szpadzik,dr,Adiunkt,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0002-3144-0573,,,,4.0,5.0,32.239,7.26,,35.0,WULSb092ab3dfc0d423b8411db6eba8f408f,https://bw.sggw.edu.pl/info/author/WULSb092ab3dfc0d423b8411db6eba8f408f?lang=pl&r=publication&tab=main,
Wiesław Szulc,prof. dr hab. inż.,Profesor,Instytut Rolnictwa,,0000-0001-8505-0514,,,,16.0,18.0,181.455,53.123,,140.0,WULS712ba46675ae40e59a12809316b64444,https://bw.sggw.edu.pl/info/author/WULS712ba46675ae40e59a12809316b64444?lang=pl&r=publication&tab=main,
Magdalena Szymańska,dr hab. inż.,Profesor Uczelni,Instytut Rolnictwa,,0000-0002-1302-6950,,,,14.0,15.0,79.486,28.467,,89.0,WULS8c41a377214f4a5e814365f6c306aee1,https://bw.sggw.edu.pl/info/author/WULS8c41a377214f4a5e814365f6c306aee1?lang=pl&r=publication&tab=main,
Kazimierz Tomala,prof. dr hab. inż.,Profesor,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,"Wydziału Ogrodniczego SGGW (1980), doktor nauk rolniczych (1987), doktor habilitowany nauk rolniczych w zakresie ogrodnictwa – sadownictwa (1996),",0000-0002-2715-1074,,,,14.0,14.0,58.981,24.579,,422.0,WULS4548de68d0b9440f8bb1b3a532bab2be,https://bw.sggw.edu.pl/info/author/WULS4548de68d0b9440f8bb1b3a532bab2be?lang=pl&r=publication&tab=main,
Łukasz Uzarowicz,dr hab.,Profesor Uczelni,Katedra Gleboznawstwa,,0000-0002-7982-404X,,,,18.0,18.0,134.89,37.002,,53.0,WULSddc8f0d099364d3784fb67fcbd79912a,https://bw.sggw.edu.pl/info/author/WULSddc8f0d099364d3784fb67fcbd79912a?lang=pl&r=publication&tab=main,
Wojciech Wakuliński,prof. dr hab.,Profesor,Katedra Ochrony Roślin,,0000-0002-6441-4590,,,,6.0,6.0,53.152,16.452,,57.0,WULSb402c5a21ec045ffb7d761ebac1e0dd3,https://bw.sggw.edu.pl/info/author/WULSb402c5a21ec045ffb7d761ebac1e0dd3?lang=pl&r=publication&tab=main,
Magdalena Wijata,dr inż.,Adiunkt,Katedra Agronomii,,0000-0001-5086-7698,,,,6.0,6.0,19.652,4.908,,20.0,WULS6d08e29e532046aa9adeb79fcd320b4a,https://bw.sggw.edu.pl/info/author/WULS6d08e29e532046aa9adeb79fcd320b4a?lang=pl&r=publication&tab=main,
Marzena Wińska-Krysiak,dr hab.,Profesor Uczelni,Katedra Ochrony Roślin,,0000-0001-5403-5725,,,,8.0,9.0,67.69,20.159,,47.0,WULS08c0cedaa0844cdb879566a053857b28,https://bw.sggw.edu.pl/info/author/WULS08c0cedaa0844cdb879566a053857b28?lang=pl&r=publication&tab=main,
Marcin Wit,dr inż.,Adiunkt,Katedra Ochrony Roślin,,0000-0002-5219-2185,,,,4.0,4.0,36.439,12.125,,34.0,WULS860778ab429148979774987923990184,https://bw.sggw.edu.pl/info/author/WULS860778ab429148979774987923990184?lang=pl&r=publication&tab=main,
Agnieszka Wnuk,dr inż.,Adiunkt,Katedra Biometrii,,0000-0002-4105-9717,,,,6.0,6.0,23.542,12.635,,21.0,WULS273e645bc2164e36bdf2bde71fcf9c85,https://bw.sggw.edu.pl/info/author/WULS273e645bc2164e36bdf2bde71fcf9c85?lang=pl&r=publication&tab=main,
Elżbieta Wójcik-Gront,dr hab.,Profesor Uczelni,Katedra Biometrii,,0000-0002-7172-0529,,,,12.0,12.0,219.04,36.583,,90.0,WULSfd56132d671e436f930e374660756293,https://bw.sggw.edu.pl/info/author/WULSfd56132d671e436f930e374660756293?lang=pl&r=publication&tab=main,
Mariola Wrochna,dr inż.,Adiunkt,Katedra Ochrony Roślin,,0000-0003-2516-7563,,,,9.0,9.0,31.873,12.316,,37.0,WULSf75fe64911c7471abfdb7140c962770d,https://bw.sggw.edu.pl/info/author/WULSf75fe64911c7471abfdb7140c962770d?lang=pl&r=publication&tab=main,
Dariusz Wrona,dr hab.,Profesor Uczelni,Katedra Sadownictwa i Ekonomiki Ogrodnictwa,,0000-0003-1232-3344,,,,5.0,8.0,57.847,18.974,,106.0,WULS1acd6ac819df4bc39bba78534f36b251,https://bw.sggw.edu.pl/info/author/WULS1acd6ac819df4bc39bba78534f36b251?lang=pl&r=publication&tab=main,
Zdzisław Wyszyński,prof. dr hab.,Profesor,Katedra Agronomii,,0000-0002-2847-2857,,,,5.0,6.0,44.386,16.543,,69.0,WULS1b9ed7f844084f7292bd2a38f34fa3df,https://bw.sggw.edu.pl/info/author/WULS1b9ed7f844084f7292bd2a38f34fa3df?lang=pl&r=publication&tab=main,
Ewa Zaraś,dr hab. inż.,Adiunkt,Katedra Ochrony Środowiska i Dendrologii,Wydziału Ogrodniczego Katedra Ochrony Środowiska i Dendrologii Instytut Nauk Ogrodniczych,0000-0003-2436-9665,,,,6.0,6.0,33.4,7.797,,99.0,WULSda9ffcac80ff4e659469ef24a61166bc,https://bw.sggw.edu.pl/info/author/WULSda9ffcac80ff4e659469ef24a61166bc?lang=pl&r=publication&tab=main,
Barbara Żarska,dr hab. inż.,Profesor Uczelni,Katedra Ochrony Środowiska i Dendrologii,,0000-0001-5341-1557,,,,4.0,4.0,33.056,6.726,,60.0,WULSb59fbcb0293340f7950de064038d963d,https://bw.sggw.edu.pl/info/author/WULSb59fbcb0293340f7950de064038d963d?lang=pl&r=publication&tab=main,
