profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,error
Agnieszka Lejman,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-3885-3725,,,,7.0,6.0,28.171,13.839,844.0,71.0,UPWrb9758404ca594e0fa7f5e75dbe043932,https://bazawiedzy.upwr.edu.pl/info/author/UPWrb9758404ca594e0fa7f5e75dbe043932?lang=pl&r=publication&tab=main,
Krzysztof Lejman,dr hab. inż.,profesor Uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-7223-6595,,,,4.0,3.0,18.833,6.268,1170.0,115.0,UPWr4ee124ce52124b39b5fb3d27bbf09923,https://bazawiedzy.upwr.edu.pl/info/author/UPWr4ee124ce52124b39b5fb3d27bbf09923?lang=pl&r=publication&tab=main,
Sylwia Lewandowska,dr hab. inż.,profesor Uczelni,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0001-8576-4357,,,,9.0,9.0,60.814,23.825,2280.0,76.0,UPWr51adaaa2352649068c09331a4c4ef8a0,https://bazawiedzy.upwr.edu.pl/info/author/UPWr51adaaa2352649068c09331a4c4ef8a0?lang=pl&r=publication&tab=main,
Maria Licznar-Małańczuk,dr hab. inż.,profesor Uczelni,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0003-0996-2049,,,,9.0,8.0,32.4,17.031,1387.0,185.0,UPWr7a257655cee941eca51e35da30222716,https://bazawiedzy.upwr.edu.pl/info/author/UPWr7a257655cee941eca51e35da30222716?lang=pl&r=publication&tab=main,
Marek Liszewski,dr hab. inż.,profesor Uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-3703-3119,,,,5.0,5.0,29.475,10.99,1254.0,257.0,UPWr55ce5526c70348eba59b1d528180c886,https://bazawiedzy.upwr.edu.pl/info/author/UPWr55ce5526c70348eba59b1d528180c886?lang=pl&r=publication&tab=main,
Beata Łabaz,dr hab. inż.,profesor Uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0003-0957-015X,,,,19.0,19.0,97.555,47.152,3307.0,172.0,UPWr1e8b1e9b5e3d484e96893baea3547b54,https://bazawiedzy.upwr.edu.pl/info/author/UPWr1e8b1e9b5e3d484e96893baea3547b54?lang=pl&r=publication&tab=main,
Agnieszka Łącka,mgr inż.,starszy specjalista,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-4573-1160,,,,1.0,2.0,0.914,0.783,182.0,8.0,UPWr1b75bbcfb67d40a68cce309cbb812e77,https://bazawiedzy.upwr.edu.pl/info/author/UPWr1b75bbcfb67d40a68cce309cbb812e77?lang=pl&r=publication&tab=main,
Joanna Magiera-Dulewicz,mgr inż.,starszy specjalista,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0001-5063-1749,,,,4.0,4.0,23.321,6.709,607.0,12.0,UPWre2a2ea28fc8f45ffadf87d7dd6aede96,https://bazawiedzy.upwr.edu.pl/info/author/UPWre2a2ea28fc8f45ffadf87d7dd6aede96?lang=pl&r=publication&tab=main,
Elżbieta Magnucka,dr,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0001-5439-4795,,,,8.0,8.0,39.232,17.205,1049.0,28.0,UPWread642657b874d7da872aa1a7d326a53,https://bazawiedzy.upwr.edu.pl/info/author/UPWread642657b874d7da872aa1a7d326a53?lang=pl&r=publication&tab=main,
Agnieszka Maliszewska,,specjalista,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,,,,,,,,,,,UPWrd676bc3073294a198becbb18080f2d85,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd676bc3073294a198becbb18080f2d85?lang=pl&r=publication&tab=main,
Klaudia Masztalerz,dr inż.,adiunkt,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-1186-2891,,,,11.0,11.0,123.666,33.176,2906.0,50.0,UPWre7e0860cb8ba41f9bbdb18d6b2e9870f,https://bazawiedzy.upwr.edu.pl/info/author/UPWre7e0860cb8ba41f9bbdb18d6b2e9870f?lang=pl&r=publication&tab=main,
Krzysztof Matkowski,dr hab. inż.,profesor Uczelni,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-8832-3765,,,,7.0,5.0,18.466,9.113,696.0,123.0,UPWr3233e1f9830e4cee9e175eb5f4d11fda,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3233e1f9830e4cee9e175eb5f4d11fda?lang=pl&r=publication&tab=main,
Agnieszka Medyńska-Juraszek,dr hab. inż.,profesor Uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-9891-2600,,,,21.0,20.0,105.957,39.181,3457.0,149.0,UPWrb9f6b3165ca644198a581291d02c6b36,https://bazawiedzy.upwr.edu.pl/info/author/UPWrb9f6b3165ca644198a581291d02c6b36?lang=pl&r=publication&tab=main,
Renata Mróz,,specjalista,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,,,,,,,,,,,UPWr62f78c354b8c4eb1aeba09107954767d,https://bazawiedzy.upwr.edu.pl/info/author/UPWr62f78c354b8c4eb1aeba09107954767d?lang=pl&r=publication&tab=main,
Mariusz Nejman,,specjalista,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0001-8514-4713,,,,2.0,2.0,17.022,6.05,434.0,18.0,UPWr9b28dada21464c81864b484a2341de5e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9b28dada21464c81864b484a2341de5e?lang=pl&r=publication&tab=main,
Bożena Nizio,,specjalista,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,,,,,,,,,,2.0,UPWre60023b7e5f84f8399efc968fdae1e8b,https://bazawiedzy.upwr.edu.pl/info/author/UPWre60023b7e5f84f8399efc968fdae1e8b?lang=pl&r=publication&tab=main,
Joanna Nowak,mgr inż.,specjalista,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,,,,,,,3.9,1.213,140.0,2.0,UPWr4f0f668bbc254f36a39f6d1ec060535c,https://bazawiedzy.upwr.edu.pl/info/author/UPWr4f0f668bbc254f36a39f6d1ec060535c?lang=pl&r=publication&tab=main,
Kamila Nowosad,prof. dr hab. inż.,profesor,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0001-6837-7806,,,,17.0,17.0,117.62,56.8,4486.0,152.0,UPWr60ed5ccd95364870838b47fdd2605c01,https://bazawiedzy.upwr.edu.pl/info/author/UPWr60ed5ccd95364870838b47fdd2605c01?lang=pl&r=publication&tab=main,
Małgorzata Oksińska,dr,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-1545-481X,,,,6.0,6.0,24.797,11.027,679.0,18.0,UPWr378698ef2ffa4dc4be08088ba9ebfb1e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr378698ef2ffa4dc4be08088ba9ebfb1e?lang=pl&r=publication&tab=main,
Marta Pasławska,dr hab. inż.,profesor Uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-6418-9928,,,,9.0,8.0,29.252,10.445,1322.0,89.0,UPWr9f90891bbd9c457eb02dab2773bb3b64,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9f90891bbd9c457eb02dab2773bb3b64?lang=pl&r=publication&tab=main,
Katarzyna Patejuk,dr inż.,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0001-7236-8005,,,,6.0,5.0,56.835,24.09,2573.0,123.0,UPWr196e6a4028bb4a279338251c48cb57f2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr196e6a4028bb4a279338251c48cb57f2?lang=pl&r=publication&tab=main,
Andżelika Paterak,mgr inż.,specjalista,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,,,,,,,,,,,UPWr2df4b3850ed4478fbfa7889120e30af6,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2df4b3850ed4478fbfa7889120e30af6?lang=pl&r=publication&tab=main,
Krzysztof Pawłowski,mgr inż.,kierownik stacji badawczo - dydaktycznej,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,,,,,,,,,25.0,2.0,UPWr9d735999b415442e9d60fc2c920a4315,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9d735999b415442e9d60fc2c920a4315?lang=pl&r=publication&tab=main,
Katarzyna Pentoś,dr hab. inż.,profesor Uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-0666-1948,,,,11.0,11.0,76.058,35.518,3258.0,99.0,UPWr0735d615d6124b7b9c2b20c37de50c90,https://bazawiedzy.upwr.edu.pl/info/author/UPWr0735d615d6124b7b9c2b20c37de50c90?lang=pl&r=publication&tab=main,
Krzysztof Pieczarka,dr hab. inż.,profesor Uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-8704-8853,,,,4.0,4.0,16.365,7.861,947.0,144.0,UPWr56dcbf3efe8841c0bcf6d9247b779427,https://bazawiedzy.upwr.edu.pl/info/author/UPWr56dcbf3efe8841c0bcf6d9247b779427?lang=pl&r=publication&tab=main,
Katarzyna Pieczka,mgr,starszy technik,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,,,,,1.0,1.0,5.9,1.341,180.0,4.0,UPWR1861f9d865fd44c5ace724e700d85cf9,https://bazawiedzy.upwr.edu.pl/info/author/UPWR1861f9d865fd44c5ace724e700d85cf9?lang=pl&r=publication&tab=main,
Mirosława Pietryka,dr inż.,adiunkt,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-2796-6097,,,,9.0,8.0,46.233,18.3,1480.0,41.0,UPWrd9216260cad6415695af88f70db7f23e,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd9216260cad6415695af88f70db7f23e?lang=pl&r=publication&tab=main,
Elżbieta Pląskowska,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-8643-9318,,,,11.0,9.0,38.483,19.188,2347.0,163.0,UPWr492bd29bf8484103aab10426ab6377f1,https://bazawiedzy.upwr.edu.pl/info/author/UPWr492bd29bf8484103aab10426ab6377f1?lang=pl&r=publication&tab=main,
Aldona Płaczek,dr inż.,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-2235-9466,,,,3.0,3.0,6.292,2.983,311.0,23.0,UPWr560effd97a3a441693a1cc28dc8cdd0d,https://bazawiedzy.upwr.edu.pl/info/author/UPWr560effd97a3a441693a1cc28dc8cdd0d?lang=pl&r=publication&tab=main,
Magda Podlaska,dr inż.,starszy specjalista,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-2357-6929,,,,4.0,3.0,16.39,11.737,1038.0,58.0,UPWrc3c6db3ebab0431b81435cdf995e170d,https://bazawiedzy.upwr.edu.pl/info/author/UPWrc3c6db3ebab0431b81435cdf995e170d?lang=pl&r=publication&tab=main,
Marta Preisner,dr inż.,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-0447-4102,,,,11.0,11.0,67.108,24.479,1305.0,23.0,UPWrdf7c15f2b0d941359ada6f86c7762123,https://bazawiedzy.upwr.edu.pl/info/author/UPWrdf7c15f2b0d941359ada6f86c7762123?lang=pl&r=publication&tab=main,
Daniel Pruchniewicz,prof. dr hab. inż.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-9841-0192,,,,9.0,8.0,50.639,25.744,1724.0,54.0,UPWrfb83896c916f4b4089f7d8c598db22fc,https://bazawiedzy.upwr.edu.pl/info/author/UPWrfb83896c916f4b4089f7d8c598db22fc?lang=pl&r=publication&tab=main,
Wojciech Pusz,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-1531-2739,,,,14.0,13.0,95.834,50.607,3730.0,240.0,UPWr5dcc8e1f3ed4403b9feb431b4237f5aa,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5dcc8e1f3ed4403b9feb431b4237f5aa?lang=pl&r=publication&tab=main,
Elżbieta Pytlarz,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0003-2740-1608,,,,3.0,3.0,26.317,8.672,998.0,121.0,UPWr9244b9e632ca43028ee1a99abbfc3ab8,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9244b9e632ca43028ee1a99abbfc3ab8?lang=pl&r=publication&tab=main,
Małgorzata Raduła,dr,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-9578-6135,,,,6.0,7.0,50.772,14.312,1490.0,34.0,UPWRad5285e0e49c410db060a98593c0895b,https://bazawiedzy.upwr.edu.pl/info/author/UPWRad5285e0e49c410db060a98593c0895b?lang=pl&r=publication&tab=main,
Teresa Rafalska,,specjalista,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,,,,,,,,,,1.0,UPWrc4c6a09adc9c47459a5a8f4db536b597,https://bazawiedzy.upwr.edu.pl/info/author/UPWrc4c6a09adc9c47459a5a8f4db536b597?lang=pl&r=publication&tab=main,
Dominika Reszewicz,mgr,starszy technik,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-4518-8265,,,,,,,,40.0,3.0,UPWra2a7db5a050842acbfc374e4a01de3ed,https://bazawiedzy.upwr.edu.pl/info/author/UPWra2a7db5a050842acbfc374e4a01de3ed?lang=pl&r=publication&tab=main,
Dorota Richter,dr hab. inż.,profesor Uczelni,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-3024-9766,,,,12.0,11.0,63.024,26.518,1833.0,55.0,UPWr71945f43e00b4462bd1d82ca6615c0a1,https://bazawiedzy.upwr.edu.pl/info/author/UPWr71945f43e00b4462bd1d82ca6615c0a1?lang=pl&r=publication&tab=main,
Magdalena Rowińska,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0009-0005-3183-9356,,,,2.0,2.0,6.4,2.672,240.0,17.0,UPWr2b393712b4e54823b7f46d8f3225e8c2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2b393712b4e54823b7f46d8f3225e8c2?lang=pl&r=publication&tab=main,
Sandra Rychel-Bielska,dr,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-2429-8054,,,,7.0,7.0,65.638,18.348,1870.0,19.0,UPWr5f9fe48732fd46c3a28944b36fd125cd,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5f9fe48732fd46c3a28944b36fd125cd?lang=pl&r=publication&tab=main,
Renata Ryl,mgr inż.,starszy specjalista,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,,,,,,,,,,1.0,UPWr3a6824923c9e41de8c88ac9ac3a330f5,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3a6824923c9e41de8c88ac9ac3a330f5?lang=pl&r=publication&tab=main,
Elżbieta Sacała,dr,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-4824-5424,,,,10.0,10.0,35.505,18.686,1333.0,93.0,UPWr3a81ed99741142149197c242f5e7b43f,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3a81ed99741142149197c242f5e7b43f?lang=pl&r=publication&tab=main,
Magdalena Serafin-Andrzejewska,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-5932-3301,,,,5.0,6.0,41.022,13.636,1748.0,88.0,UPWr85809ccbfa634f8bb7e0f4b12db67715,https://bazawiedzy.upwr.edu.pl/info/author/UPWr85809ccbfa634f8bb7e0f4b12db67715?lang=pl&r=publication&tab=main,
Małgorzata Serowik,dr inż.,starszy specjalista,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-9653-110X,,,,6.0,7.0,22.303,10.335,625.0,30.0,UPWr8e1af2310d734fbeae92b0153705d503,https://bazawiedzy.upwr.edu.pl/info/author/UPWr8e1af2310d734fbeae92b0153705d503?lang=pl&r=publication&tab=main,
Mariusz Skrzyński,,laborant,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,,,,,2.0,2.0,13.2,3.242,340.0,3.0,UPWr3f53ddd12a5c47b98f2b56030dbd27c0,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3f53ddd12a5c47b98f2b56030dbd27c0?lang=pl&r=publication&tab=main,
Monika Słupska,dr inż.,adiunkt,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0001-7446-7250,,,,4.0,4.0,31.804,11.362,1080.0,12.0,UPWrd47226775e8c458fbc6bf0cfa67509fb,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd47226775e8c458fbc6bf0cfa67509fb?lang=pl&r=publication&tab=main,
Ireneusz Sosna,dr hab. inż.,profesor Uczelni,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-5165-7406,,,,5.0,4.0,11.718,9.19,899.0,244.0,UPWr3042028700724e53a700545eb1e0c353,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3042028700724e53a700545eb1e0c353?lang=pl&r=publication&tab=main,
Józef Sowiński,prof. dr hab. inż.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-4611-9897,,,,13.0,13.0,130.398,51.348,4208.0,187.0,UPWr3a4e49175cd64de38e081b73d10ae283,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3a4e49175cd64de38e081b73d10ae283?lang=pl&r=publication&tab=main,
Marek Stachowiak,dr inż.,adiunkt,Katedra Ekonomii Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0003-2860-1353,,,,1.0,1.0,0.28,,68.0,15.0,UPWr146291aaf29c4525a5416b041009e202,https://bazawiedzy.upwr.edu.pl/info/author/UPWr146291aaf29c4525a5416b041009e202?lang=pl&r=publication&tab=main,
Sylwia Stegenta-Dąbrowska,dr inż.,adiunkt,Katedra Biogospodarki Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0001-7161-1878,,,,11.0,12.0,99.303,34.117,3231.0,52.0,UPWreed26deeca194a5bba895f6423e5567a,https://bazawiedzy.upwr.edu.pl/info/author/UPWreed26deeca194a5bba895f6423e5567a?lang=pl&r=publication&tab=main,
Bogdan Stępień,prof. dr hab. inż.,profesor,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0003-0903-922X,,,,11.0,11.0,63.667,21.255,2121.0,112.0,UPWr352edf13feef4719ab7de8386107cc9b,https://bazawiedzy.upwr.edu.pl/info/author/UPWr352edf13feef4719ab7de8386107cc9b?lang=pl&r=publication&tab=main,
Kamila Stępień,dr inż.,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5848-2194,,,,2.0,2.0,8.457,2.77,307.0,13.0,UPWrfea8ef2a7a334940ac7ac8445d79f2eb,https://bazawiedzy.upwr.edu.pl/info/author/UPWrfea8ef2a7a334940ac7ac8445d79f2eb?lang=pl&r=publication&tab=main,
Piotr Stępień,dr,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-9058-6142,,,,10.0,11.0,80.761,24.286,1491.0,31.0,UPWr9a9cf897a13d4c099ced1da7e4936ead,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9a9cf897a13d4c099ced1da7e4936ead?lang=pl&r=publication&tab=main,
Roman Stopa,prof. dr hab. inż.,profesor,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-0183-6542,,,,11.0,10.0,46.12,22.09,1416.0,102.0,UPWrcedee0dd50584d9192cfec0facdd9126,https://bazawiedzy.upwr.edu.pl/info/author/UPWrcedee0dd50584d9192cfec0facdd9126?lang=pl&r=publication&tab=main,
Oleksandra Strashok,dr,adiunkt,Katedra Architektury Krajobrazu,Wydział Gospodarki Przestrzennej i Architektury Krajobrazu,0000-0002-2779-7692,,,,4.0,4.0,11.734,4.209,597.0,15.0,UPWr6c23e02bdf27458a9d2b27693bbd84f9,https://bazawiedzy.upwr.edu.pl/info/author/UPWr6c23e02bdf27458a9d2b27693bbd84f9?lang=pl&r=publication&tab=main,
Jarosław Szadorski,mgr,starszy specjalista,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,,,,,1.0,1.0,2.651,1.505,41.0,19.0,UPWr90061b8cba9d43f29cc660f32c8daace,https://bazawiedzy.upwr.edu.pl/info/author/UPWr90061b8cba9d43f29cc660f32c8daace?lang=pl&r=publication&tab=main,
Katarzyna Szczepańska,dr,adiunkt,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-7752-3024,,,,7.0,8.0,49.275,19.965,1662.0,39.0,UPWr539f258c741148729f9e8c24f3fcd05a,https://bazawiedzy.upwr.edu.pl/info/author/UPWr539f258c741148729f9e8c24f3fcd05a?lang=pl&r=publication&tab=main,
Adam Szewczuk,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0002-4808-5619,,,,5.0,5.0,6.911,5.775,641.0,262.0,UPWr866ca5a9b4f8466eaf1f3bb888ffe767,https://bazawiedzy.upwr.edu.pl/info/author/UPWr866ca5a9b4f8466eaf1f3bb888ffe767?lang=pl&r=publication&tab=main,
Katarzyna Szopka,dr hab. inż.,profesor Uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-9280-2972,,,,13.0,13.0,71.47,29.251,2002.0,149.0,UPWr8c35d9435ada46cbb778a19af3065254,https://bazawiedzy.upwr.edu.pl/info/author/UPWr8c35d9435ada46cbb778a19af3065254?lang=pl&r=publication&tab=main,
Tomasz Szuk,dr inż.,adiunkt,Katedra Ekonomii Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0001-7653-578X,,,,1.0,,2.8,1.348,745.0,67.0,UPWr02500ab9caab4ed8baf0c56f55d4bce7,https://bazawiedzy.upwr.edu.pl/info/author/UPWr02500ab9caab4ed8baf0c56f55d4bce7?lang=pl&r=publication&tab=main,
Magdalena Szymura,prof. dr hab.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-5726-7393,,,,16.0,17.0,125.559,46.551,3549.0,187.0,UPWr10dff724d2e34149a917b1d058fd5f93,https://bazawiedzy.upwr.edu.pl/info/author/UPWr10dff724d2e34149a917b1d058fd5f93?lang=pl&r=publication&tab=main,
Sebastian Świerszcz,dr,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0003-2035-0035,,,,12.0,13.0,192.466,59.547,5471.0,87.0,UPWR608bfbd91206471d99bab81b851d18a8,https://bazawiedzy.upwr.edu.pl/info/author/UPWR608bfbd91206471d99bab81b851d18a8?lang=pl&r=publication&tab=main,
Ewa Tendziagolska,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-7380-7284,,,,4.0,4.0,13.025,6.187,581.0,45.0,UPWr9efb2c444f63474ca656d0fe43a90d00,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9efb2c444f63474ca656d0fe43a90d00?lang=pl&r=publication&tab=main,
Kamila Twardowska,dr inż.,starszy specjalista,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-5334-2405,,,,5.0,5.0,38.27,12.981,1335.0,57.0,UPWr97fc28a86b3646ee94b361451a198ba5,https://bazawiedzy.upwr.edu.pl/info/author/UPWr97fc28a86b3646ee94b361451a198ba5?lang=pl&r=publication&tab=main,
Jacek Twardowski,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-2412-8992,,,,9.0,8.0,89.361,38.276,3347.0,327.0,UPWr60cd5845bd2b495cbdc571c54121deee,https://bazawiedzy.upwr.edu.pl/info/author/UPWr60cd5845bd2b495cbdc571c54121deee?lang=pl&r=publication&tab=main,
Rafał Tyszka,dr hab.,profesor Uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5101-120X,,,,12.0,11.0,38.375,19.449,741.0,50.0,UPWr01f0fdee49cf4a78a9a89ede451e6eb6,https://bazawiedzy.upwr.edu.pl/info/author/UPWr01f0fdee49cf4a78a9a89ede451e6eb6?lang=pl&r=publication&tab=main,
Cecylia Uklańska-Pusz,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-9999-5228,,,,6.0,6.0,6.783,5.015,388.0,260.0,UPWr9c97d218dcaa47a387c3f80fabb52c69,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9c97d218dcaa47a387c3f80fabb52c69?lang=pl&r=publication&tab=main,
Jacek Urbaniak,prof. dr hab.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-1300-0873,,,,12.0,10.0,75.897,36.961,2431.0,107.0,UPWrdf19d44680494bf892a9dd146b1b0129,https://bazawiedzy.upwr.edu.pl/info/author/UPWrdf19d44680494bf892a9dd146b1b0129?lang=pl&r=publication&tab=main,
Roman Wacławowicz,dr hab. inż.,profesor Uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-6173-8867,,,,4.0,4.0,23.746,8.658,1084.0,105.0,UPWr5c9356a216614b6fb0a3f889b224411e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5c9356a216614b6fb0a3f889b224411e?lang=pl&r=publication&tab=main,
Jarosław Waroszewski,dr hab. inż.,profesor Uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-3064-4232,,,,21.0,22.0,159.627,64.336,4623.0,131.0,UPWr47bbce2332a6442d947baf06ac477706,https://bazawiedzy.upwr.edu.pl/info/author/UPWr47bbce2332a6442d947baf06ac477706?lang=pl&r=publication&tab=main,
Jerzy Winiarski,,starszy technik,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,,,,,,,,,,,UPWr73a6f9a3cc1748dcaf6df57b5a9c0811,https://bazawiedzy.upwr.edu.pl/info/author/UPWr73a6f9a3cc1748dcaf6df57b5a9c0811?lang=pl&r=publication&tab=main,
